GEO.id,GEO.id2,GEO.display-label,HD01_S001,HD02_S001,HD01_S026,HD02_S026,HD01_S051,HD02_S051,HD01_S076,HD02_S076,HD01_S077,HD02_S077,HD01_S078,HD02_S078
Id,Id2,Geography,Number; SEX AND AGE - Total population,Percent; SEX AND AGE - Total population,Number; SEX AND AGE - Male population,Percent; SEX AND AGE - Male population,Number; SEX AND AGE - Female population,Percent; SEX AND AGE - Female population,Number; RACE - Total population,Percent; RACE - Total population,Number; RACE - Total population - One Race,Percent; RACE - Total population - One Race,Number; RACE - Total population - One Race - White,Percent; RACE - Total population - One Race - White
8600000US10941,10941,ZCTA5 10941,13779,100.0,6684,48.5,7095,51.5,13779,100.0,13177,95.6,9412,68.3
8600000US10950,10950,ZCTA5 10950,47226,100.0,23854,50.5,23372,49.5,47226,100.0,46506,98.5,42908,90.9
8600000US10952,10952,ZCTA5 10952,38917,100.0,19621,50.4,19296,49.6,38917,100.0,38580,99.1,35725,91.8
8600000US10953,10953,ZCTA5 10953,252,100.0,138,54.8,114,45.2,252,100.0,248,98.4,235,93.3
8600000US10954,10954,ZCTA5 10954,23045,100.0,10843,47.1,12202,52.9,23045,100.0,22525,97.7,15800,68.6
8600000US10956,10956,ZCTA5 10956,31521,100.0,15515,49.2,16006,50.8,31521,100.0,30811,97.7,24756,78.5
8600000US10958,10958,ZCTA5 10958,3291,100.0,1742,52.9,1549,47.1,3291,100.0,3241,98.5,2818,85.6
8600000US10960,10960,ZCTA5 10960,15093,100.0,7122,47.2,7971,52.8,15093,100.0,14626,96.9,10128,67.1
8600000US10962,10962,ZCTA5 10962,5950,100.0,3012,50.6,2938,49.4,5950,100.0,5820,97.8,4253,71.5
8600000US10963,10963,ZCTA5 10963,4298,100.0,3028,70.5,1270,29.5,4298,100.0,4196,97.6,2820,65.6
8600000US10964,10964,ZCTA5 10964,1472,100.0,718,48.8,754,51.2,1472,100.0,1456,98.9,1202,81.7
8600000US10965,10965,ZCTA5 10965,14791,100.0,7232,48.9,7559,51.1,14791,100.0,14617,98.8,13687,92.5
8600000US10968,10968,ZCTA5 10968,2353,100.0,1111,47.2,1242,52.8,2353,100.0,2306,98.0,2024,86.0
8600000US10969,10969,ZCTA5 10969,1267,100.0,653,51.5,614,48.5,1267,100.0,1244,98.2,1176,92.8
8600000US10970,10970,ZCTA5 10970,9993,100.0,4793,48.0,5200,52.0,9993,100.0,9652,96.6,6351,63.6
8600000US10973,10973,ZCTA5 10973,2126,100.0,1068,50.2,1058,49.8,2126,100.0,2071,97.4,1933,90.9
8600000US10974,10974,ZCTA5 10974,3152,100.0,1599,50.7,1553,49.3,3152,100.0,3091,98.1,2762,87.6
8600000US10975,10975,ZCTA5 10975,281,100.0,156,55.5,125,44.5,281,100.0,278,98.9,252,89.7
8600000US10976,10976,ZCTA5 10976,2258,100.0,861,38.1,1397,61.9,2258,100.0,2200,97.4,1913,84.7
8600000US10977,10977,ZCTA5 10977,59048,100.0,29933,50.7,29115,49.3,59048,100.0,57299,97.0,30441,51.6
8600000US10979,10979,ZCTA5 10979,234,100.0,121,51.7,113,48.3,234,100.0,229,97.9,219,93.6
8600000US10980,10980,ZCTA5 10980,13383,100.0,6586,49.2,6797,50.8,13383,100.0,13094,97.8,11579,86.5
8600000US10983,10983,ZCTA5 10983,5532,100.0,2684,48.5,2848,51.5,5532,100.0,5411,97.8,4565,82.5
8600000US10984,10984,ZCTA5 10984,2842,100.0,1414,49.8,1428,50.2,2842,100.0,2777,97.7,2258,79.5
8600000US10985,10985,ZCTA5 10985,58,100.0,26,44.8,32,55.2,58,100.0,58,100.0,52,89.7
8600000US10986,10986,ZCTA5 10986,1974,100.0,990,50.2,984,49.8,1974,100.0,1921,97.3,1813,91.8
8600000US10987,10987,ZCTA5 10987,3395,100.0,1679,49.5,1716,50.5,3395,100.0,3319,97.8,3026,89.1
8600000US10988,10988,ZCTA5 10988,896,100.0,439,49.0,457,51.0,896,100.0,886,98.9,835,93.2
8600000US10989,10989,ZCTA5 10989,9293,100.0,4458,48.0,4835,52.0,9293,100.0,9045,97.3,7337,79.0
8600000US10990,10990,ZCTA5 10990,20631,100.0,10340,50.1,10291,49.9,20631,100.0,20196,97.9,18070,87.6
8600000US10992,10992,ZCTA5 10992,9621,100.0,4745,49.3,4876,50.7,9621,100.0,9385,97.5,8009,83.2
8600000US10993,10993,ZCTA5 10993,4769,100.0,2271,47.6,2498,52.4,4769,100.0,4512,94.6,2714,56.9
8600000US10994,10994,ZCTA5 10994,7085,100.0,3479,49.1,3606,50.9,7085,100.0,6956,98.2,5907,83.4
8600000US10996,10996,ZCTA5 10996,6756,100.0,4887,72.3,1869,27.7,6756,100.0,6417,95.0,5428,80.3
8600000US10998,10998,ZCTA5 10998,3122,100.0,1561,50.0,1561,50.0,3122,100.0,3045,97.5,2830,90.6
8600000US11001,11001,ZCTA5 11001,26883,100.0,13073,48.6,13810,51.4,26883,100.0,26148,97.3,19522,72.6
8600000US11003,11003,ZCTA5 11003,41356,100.0,19847,48.0,21509,52.0,41356,100.0,39684,96.0,12288,29.7
8600000US11004,11004,ZCTA5 11004,14016,100.0,6537,46.6,7479,53.4,14016,100.0,13464,96.1,7004,50.0
8600000US11005,11005,ZCTA5 11005,1806,100.0,577,31.9,1229,68.1,1806,100.0,1798,99.6,1745,96.6
8600000US11010,11010,ZCTA5 11010,23821,100.0,11336,47.6,12485,52.4,23821,100.0,23441,98.4,20969,88.0
8600000US11020,11020,ZCTA5 11020,5914,100.0,2846,48.1,3068,51.9,5914,100.0,5798,98.0,3381,57.2
8600000US11021,11021,ZCTA5 11021,17729,100.0,8101,45.7,9628,54.3,17729,100.0,17354,97.9,13932,78.6
8600000US11023,11023,ZCTA5 11023,9027,100.0,4379,48.5,4648,51.5,9027,100.0,8768,97.1,7920,87.7
8600000US11024,11024,ZCTA5 11024,8002,100.0,4319,54.0,3683,46.0,8002,100.0,7614,95.2,6730,84.1
8600000US11030,11030,ZCTA5 11030,17962,100.0,8592,47.8,9370,52.2,17962,100.0,17666,98.4,15071,83.9
8600000US11040,11040,ZCTA5 11040,40782,100.0,19677,48.2,21105,51.8,40782,100.0,39777,97.5,24881,61.0
8600000US11042,11042,ZCTA5 11042,520,100.0,144,27.7,376,72.3,520,100.0,511,98.3,418,80.4
8600000US11050,11050,ZCTA5 11050,30171,100.0,14606,48.4,15565,51.6,30171,100.0,29365,97.3,24099,79.9
8600000US11096,11096,ZCTA5 11096,8344,100.0,4053,48.6,4291,51.4,8344,100.0,7984,95.7,3824,45.8
8600000US11101,11101,ZCTA5 11101,25484,100.0,12742,50.0,12742,50.0,25484,100.0,24364,95.6,10840,42.5
8600000US11102,11102,ZCTA5 11102,34133,100.0,17040,49.9,17093,50.1,34133,100.0,32732,95.9,19025,55.7
8600000US11103,11103,ZCTA5 11103,38780,100.0,19375,50.0,19405,50.0,38780,100.0,37369,96.4,26325,67.9
8600000US11104,11104,ZCTA5 11104,27232,100.0,13245,48.6,13987,51.4,27232,100.0,26019,95.5,14769,54.2
8600000US11105,11105,ZCTA5 11105,36688,100.0,17881,48.7,18807,51.3,36688,100.0,35388,96.5,27698,75.5
8600000US11106,11106,ZCTA5 11106,38875,100.0,18904,48.6,19971,51.4,38875,100.0,37257,95.8,21205,54.5
8600000US11109,11109,ZCTA5 11109,3523,100.0,1939,55.0,1584,45.0,3523,100.0,3379,95.9,2349,66.7
8600000US11201,11201,ZCTA5 11201,51128,100.0,24484,47.9,26644,52.1,51128,100.0,49197,96.2,34316,67.1
8600000US11203,11203,ZCTA5 11203,76174,100.0,33843,44.4,42331,55.6,76174,100.0,74561,97.9,2703,3.5
8600000US11204,11204,ZCTA5 11204,78134,100.0,38514,49.3,39620,50.7,78134,100.0,76889,98.4,51867,66.4
8600000US11205,11205,ZCTA5 11205,40366,100.0,18829,46.6,21537,53.4,40366,100.0,38676,95.8,18437,45.7
8600000US11206,11206,ZCTA5 11206,81677,100.0,38855,47.6,42822,52.4,81677,100.0,78345,95.9,34534,42.3
8600000US11207,11207,ZCTA5 11207,93386,100.0,42314,45.3,51072,54.7,93386,100.0,89698,96.1,10638,11.4
8600000US11208,11208,ZCTA5 11208,94469,100.0,44378,47.0,50091,53.0,94469,100.0,89770,95.0,14798,15.7
8600000US11209,11209,ZCTA5 11209,68853,100.0,33179,48.2,35674,51.8,68853,100.0,66682,96.8,53085,77.1
8600000US11210,11210,ZCTA5 11210,62008,100.0,28616,46.1,33392,53.9,62008,100.0,60621,97.8,20648,33.3
8600000US11211,11211,ZCTA5 11211,90117,100.0,44522,49.4,45595,50.6,90117,100.0,87325,96.9,68534,76.1
8600000US11212,11212,ZCTA5 11212,84500,100.0,36528,43.2,47972,56.8,84500,100.0,82228,97.3,3822,4.5
8600000US11213,11213,ZCTA5 11213,63767,100.0,28822,45.2,34945,54.8,63767,100.0,62187,97.5,12493,19.6
8600000US11214,11214,ZCTA5 11214,88630,100.0,43258,48.8,45372,51.2,88630,100.0,86920,98.1,51011,57.6
8600000US11215,11215,ZCTA5 11215,63488,100.0,30083,47.4,33405,52.6,63488,100.0,60707,95.6,48504,76.4
8600000US11216,11216,ZCTA5 11216,54316,100.0,25117,46.2,29199,53.8,54316,100.0,52449,96.6,6920,12.7
8600000US11217,11217,ZCTA5 11217,35881,100.0,16688,46.5,19193,53.5,35881,100.0,34183,95.3,21302,59.4
8600000US11218,11218,ZCTA5 11218,75220,100.0,37470,49.8,37750,50.2,75220,100.0,72283,96.1,43160,57.4
8600000US11219,11219,ZCTA5 11219,92221,100.0,46092,50.0,46129,50.0,92221,100.0,90723,98.4,62915,68.2
8600000US11220,11220,ZCTA5 11220,99598,100.0,50308,50.5,49290,49.5,99598,100.0,95994,96.4,30492,30.6
8600000US11221,11221,ZCTA5 11221,78895,100.0,37205,47.2,41690,52.8,78895,100.0,75590,95.8,13776,17.5
8600000US11222,11222,ZCTA5 11222,36934,100.0,18415,49.9,18519,50.1,36934,100.0,35911,97.2,30855,83.5
8600000US11223,11223,ZCTA5 11223,78731,100.0,38184,48.5,40547,51.5,78731,100.0,77128,98.0,52060,66.1
8600000US11224,11224,ZCTA5 11224,47621,100.0,21120,44.4,26501,55.6,47621,100.0,46387,97.4,28255,59.3
8600000US11225,11225,ZCTA5 11225,56829,100.0,25416,44.7,31413,55.3,56829,100.0,55162,97.1,9400,16.5
8600000US11226,11226,ZCTA5 11226,101572,100.0,45453,44.7,56119,55.3,101572,100.0,98316,96.8,10020,9.9
8600000US11228,11228,ZCTA5 11228,41788,100.0,20213,48.4,21575,51.6,41788,100.0,41069,98.3,28473,68.1
8600000US11229,11229,ZCTA5 11229,80018,100.0,37973,47.5,42045,52.5,80018,100.0,78572,98.2,57025,71.3
8600000US11230,11230,ZCTA5 11230,86408,100.0,41937,48.5,44471,51.5,86408,100.0,84733,98.1,61656,71.4
8600000US11231,11231,ZCTA5 11231,33336,100.0,15584,46.7,17752,53.3,33336,100.0,32008,96.0,22953,68.9
8600000US11232,11232,ZCTA5 11232,28265,100.0,15438,54.6,12827,45.4,28265,100.0,26606,94.1,12091,42.8
8600000US11233,11233,ZCTA5 11233,67053,100.0,29784,44.4,37269,55.6,67053,100.0,65123,97.1,3629,5.4
8600000US11234,11234,ZCTA5 11234,87757,100.0,40229,45.8,47528,54.2,87757,100.0,85819,97.8,41975,47.8
8600000US11235,11235,ZCTA5 11235,79132,100.0,37466,47.3,41666,52.7,79132,100.0,77672,98.2,61763,78.1
8600000US11236,11236,ZCTA5 11236,93877,100.0,41239,43.9,52638,56.1,93877,100.0,91944,97.9,7015,7.5
8600000US11237,11237,ZCTA5 11237,49896,100.0,25949,52.0,23947,48.0,49896,100.0,46894,94.0,18040,36.2
8600000US11238,11238,ZCTA5 11238,49262,100.0,22667,46.0,26595,54.0,49262,100.0,47010,95.4,18680,37.9
8600000US11239,11239,ZCTA5 11239,13393,100.0,5206,38.9,8187,61.1,13393,100.0,13014,97.2,4196,31.3
8600000US11351,11351,ZCTA5 11351,0,(X),0,(X),0,(X),0,(X),0,(X),0,(X)
8600000US11354,11354,ZCTA5 11354,54878,100.0,25655,46.7,29223,53.3,54878,100.0,53305,97.1,15375,28.0
8600000US11355,11355,ZCTA5 11355,85871,100.0,41433,48.3,44438,51.7,85871,100.0,83274,97.0,14201,16.5
8600000US11356,11356,ZCTA5 11356,23438,100.0,11424,48.7,12014,51.3,23438,100.0,22544,96.2,11938,50.9
8600000US11357,11357,ZCTA5 11357,39150,100.0,18574,47.4,20576,52.6,39150,100.0,38436,98.2,29814,76.2
8600000US11358,11358,ZCTA5 11358,37546,100.0,18220,48.5,19326,51.5,37546,100.0,36593,97.5,18838,50.2
8600000US11359,11359,ZCTA5 11359,0,(X),0,(X),0,(X),0,(X),0,(X),0,(X)
8600000US11360,11360,ZCTA5 11360,18884,100.0,8581,45.4,10303,54.6,18884,100.0,18592,98.5,13408,71.0
8600000US11361,11361,ZCTA5 11361,28606,100.0,13687,47.8,14919,52.2,28606,100.0,27969,97.8,15570,54.4
8600000US11362,11362,ZCTA5 11362,17823,100.0,8450,47.4,9373,52.6,17823,100.0,17465,98.0,10136,56.9
8600000US11363,11363,ZCTA5 11363,6988,100.0,3322,47.5,3666,52.5,6988,100.0,6853,98.1,4419,63.2
8600000US11364,11364,ZCTA5 11364,34555,100.0,16332,47.3,18223,52.7,34555,100.0,33856,98.0,15963,46.2
8600000US11365,11365,ZCTA5 11365,42252,100.0,19921,47.1,22331,52.9,42252,100.0,40783,96.5,17213,40.7
8600000US11366,11366,ZCTA5 11366,13532,100.0,6523,48.2,7009,51.8,13532,100.0,13142,97.1,6227,46.0
8600000US11367,11367,ZCTA5 11367,41047,100.0,19559,47.7,21488,52.3,41047,100.0,39380,95.9,24397,59.4
8600000US11368,11368,ZCTA5 11368,109931,100.0,58421,53.1,51510,46.9,109931,100.0,103233,93.9,35181,32.0
8600000US11369,11369,ZCTA5 11369,38615,100.0,19285,49.9,19330,50.1,38615,100.0,36408,94.3,13277,34.4
8600000US11370,11370,ZCTA5 11370,39688,100.0,24539,61.8,15149,38.2,39688,100.0,38361,96.7,16550,41.7
8600000US11371,11371,ZCTA5 11371,0,(X),0,(X),0,(X),0,(X),0,(X),0,(X)
8600000US11372,11372,ZCTA5 11372,66636,100.0,33683,50.5,32953,49.5,66636,100.0,63182,94.8,30546,45.8
8600000US11373,11373,ZCTA5 11373,100820,100.0,51175,50.8,49645,49.2,100820,100.0,96263,95.5,26937,26.7
8600000US11374,11374,ZCTA5 11374,43600,100.0,20464,46.9,23136,53.1,43600,100.0,42152,96.7,26838,61.6
8600000US11375,11375,ZCTA5 11375,68733,100.0,31722,46.2,37011,53.8,68733,100.0,66651,97.0,44925,65.4
8600000US11377,11377,ZCTA5 11377,89830,100.0,45234,50.4,44596,49.6,89830,100.0,85434,95.1,34036,37.9
8600000US11378,11378,ZCTA5 11378,34981,100.0,17124,49.0,17857,51.0,34981,100.0,34071,97.4,25712,73.5
8600000US11379,11379,ZCTA5 11379,34821,100.0,16529,47.5,18292,52.5,34821,100.0,34189,98.2,28929,83.1
8600000US11385,11385,ZCTA5 11385,98592,100.0,48510,49.2,50082,50.8,98592,100.0,94754,96.1,64585,65.5
8600000US11411,11411,ZCTA5 11411,18556,100.0,8308,44.8,10248,55.2,18556,100.0,18141,97.8,388,2.1
8600000US11412,11412,ZCTA5 11412,34882,100.0,15589,44.7,19293,55.3,34882,100.0,33931,97.3,487,1.4
8600000US11413,11413,ZCTA5 11413,38912,100.0,17667,45.4,21245,54.6,38912,100.0,37940,97.5,879,2.3
8600000US11414,11414,ZCTA5 11414,26148,100.0,12295,47.0,13853,53.0,26148,100.0,25618,98.0,22754,87.0
8600000US11415,11415,ZCTA5 11415,19341,100.0,9255,47.9,10086,52.1,19341,100.0,18430,95.3,12041,62.3
8600000US11416,11416,ZCTA5 11416,24861,100.0,12369,49.8,12492,50.2,24861,100.0,22874,92.0,7899,31.8
8600000US11417,11417,ZCTA5 11417,28967,100.0,14008,48.4,14959,51.6,28967,100.0,26720,92.2,11888,41.0
8600000US11418,11418,ZCTA5 11418,36256,100.0,18172,50.1,18084,49.9,36256,100.0,33358,92.0,13398,37.0
8600000US11419,11419,ZCTA5 11419,47211,100.0,23557,49.9,23654,50.1,47211,100.0,40572,85.9,5825,12.3
8600000US11420,11420,ZCTA5 11420,44354,100.0,21457,48.4,22897,51.6,44354,100.0,39589,89.3,6902,15.6
8600000US11421,11421,ZCTA5 11421,39127,100.0,19312,49.4,19815,50.6,39127,100.0,36558,93.4,16907,43.2
8600000US11422,11422,ZCTA5 11422,30425,100.0,13815,45.4,16610,54.6,30425,100.0,29562,97.2,2208,7.3
8600000US11423,11423,ZCTA5 11423,29987,100.0,14160,47.2,15827,52.8,29987,100.0,27627,92.1,4587,15.3
8600000US11424,11424,ZCTA5 11424,0,(X),0,(X),0,(X),0,(X),0,(X),0,(X)
8600000US11425,11425,ZCTA5 11425,0,(X),0,(X),0,(X),0,(X),0,(X),0,(X)
8600000US11426,11426,ZCTA5 11426,17590,100.0,8542,48.6,9048,51.4,17590,100.0,16700,94.9,8141,46.3
8600000US11427,11427,ZCTA5 11427,23593,100.0,11420,48.4,12173,51.6,23593,100.0,22350,94.7,6630,28.1
8600000US11428,11428,ZCTA5 11428,19168,100.0,9289,48.5,9879,51.5,19168,100.0,17476,91.2,4373,22.8
8600000US11429,11429,ZCTA5 11429,25105,100.0,11551,46.0,13554,54.0,25105,100.0,24186,96.3,1529,6.1
8600000US11430,11430,ZCTA5 11430,184,100.0,68,37.0,116,63.0,184,100.0,179,97.3,20,10.9
8600000US11432,11432,ZCTA5 11432,60809,100.0,29988,49.3,30821,50.7,60809,100.0,57132,94.0,14496,23.8
8600000US11433,11433,ZCTA5 11433,32687,100.0,14819,45.3,17868,54.7,32687,100.0,31346,95.9,1719,5.3
8600000US11434,11434,ZCTA5 11434,59129,100.0,25829,43.7,33300,56.3,59129,100.0,57376,97.0,1709,2.9
8600000US11435,11435,ZCTA5 11435,53687,100.0,26353,49.1,27334,50.9,53687,100.0,50145,93.4,14171,26.4
8600000US11436,11436,ZCTA5 11436,17949,100.0,8379,46.7,9570,53.3,17949,100.0,17038,94.9,693,3.9
8600000US11451,11451,ZCTA5 11451,0,(X),0,(X),0,(X),0,(X),0,(X),0,(X)
8600000US11501,11501,ZCTA5 11501,19148,100.0,9390,49.0,9758,51.0,19148,100.0,18721,97.8,15694,82.0
8600000US11507,11507,ZCTA5 11507,7406,100.0,3597,48.6,3809,51.4,7406,100.0,7215,97.4,4770,64.4
8600000US11509,11509,ZCTA5 11509,2653,100.0,1280,48.2,1373,51.8,2653,100.0,2631,99.2,2540,95.7
8600000US11510,11510,ZCTA5 11510,33048,100.0,15790,47.8,17258,52.2,33048,100.0,31852,96.4,17925,54.2
8600000US11514,11514,ZCTA5 11514,4673,100.0,2298,49.2,2375,50.8,4673,100.0,4577,97.9,3903,83.5
8600000US11516,11516,ZCTA5 11516,7556,100.0,3655,48.4,3901,51.6,7556,100.0,7474,98.9,6683,88.4
8600000US11518,11518,ZCTA5 11518,10549,100.0,5032,47.7,5517,52.3,10549,100.0,10443,99.0,9889,93.7
8600000US11520,11520,ZCTA5 11520,43341,100.0,21094,48.7,22247,51.3,43341,100.0,41183,95.0,17441,40.2
8600000US11530,11530,ZCTA5 11530,27273,100.0,12916,47.4,14357,52.6,27273,100.0,26929,98.7,25189,92.4
8600000US11542,11542,ZCTA5 11542,27633,100.0,13475,48.8,14158,51.2,27633,100.0,26768,96.9,20622,74.6
8600000US11545,11545,ZCTA5 11545,12065,100.0,5832,48.3,6233,51.7,12065,100.0,11897,98.6,10748,89.1
8600000US11547,11547,ZCTA5 11547,793,100.0,384,48.4,409,51.6,793,100.0,782,98.6,718,90.5
8600000US11548,11548,ZCTA5 11548,2780,100.0,1261,45.4,1519,54.6,2780,100.0,2710,97.5,1839,66.2
8600000US11549,11549,ZCTA5 11549,2922,100.0,1297,44.4,1625,55.6,2922,100.0,2817,96.4,2303,78.8
8600000US11550,11550,ZCTA5 11550,56435,100.0,27780,49.2,28655,50.8,56435,100.0,53664,95.1,13444,23.8
8600000US11552,11552,ZCTA5 11552,23616,100.0,11491,48.7,12125,51.3,23616,100.0,22897,97.0,14955,63.3
8600000US11553,11553,ZCTA5 11553,26034,100.0,12544,48.2,13490,51.8,26034,100.0,25044,96.2,6696,25.7
8600000US11554,11554,ZCTA5 11554,38132,100.0,18893,49.5,19239,50.5,38132,100.0,37392,98.1,29489,77.3
8600000US11556,11556,ZCTA5 11556,17,100.0,17,100.0,0,0.0,17,100.0,17,100.0,15,88.2
8600000US11557,11557,ZCTA5 11557,7823,100.0,3809,48.7,4014,51.3,7823,100.0,7722,98.7,6851,87.6
8600000US11558,11558,ZCTA5 11558,8370,100.0,4106,49.1,4264,50.9,8370,100.0,8162,97.5,7217,86.2
8600000US11559,11559,ZCTA5 11559,8176,100.0,3933,48.1,4243,51.9,8176,100.0,8058,98.6,7303,89.3
8600000US11560,11560,ZCTA5 11560,6464,100.0,3129,48.4,3335,51.6,6464,100.0,6369,98.5,5791,89.6
8600000US11561,11561,ZCTA5 11561,37280,100.0,18033,48.4,19247,51.6,37280,100.0,36487,97.9,31567,84.7
8600000US11563,11563,ZCTA5 11563,22666,100.0,10709,47.2,11957,52.8,22666,100.0,22206,98.0,19488,86.0
8600000US11565,11565,ZCTA5 11565,8690,100.0,4172,48.0,4518,52.0,8690,100.0,8565,98.6,7691,88.5
8600000US11566,11566,ZCTA5 11566,35321,100.0,17122,48.5,18199,51.5,35321,100.0,34872,98.7,32615,92.3
8600000US11568,11568,ZCTA5 11568,4555,100.0,2209,48.5,2346,51.5,4555,100.0,4433,97.3,2951,64.8
8600000US11569,11569,ZCTA5 11569,1398,100.0,677,48.4,721,51.6,1398,100.0,1391,99.5,1362,97.4
8600000US11570,11570,ZCTA5 11570,26646,100.0,12502,46.9,14144,53.1,26646,100.0,26159,98.2,22236,83.4
8600000US11572,11572,ZCTA5 11572,30574,100.0,14713,48.1,15861,51.9,30574,100.0,30178,98.7,28185,92.2
8600000US11575,11575,ZCTA5 11575,16272,100.0,7826,48.1,8446,51.9,16272,100.0,15531,95.4,2202,13.5
8600000US11576,11576,ZCTA5 11576,12366,100.0,6026,48.7,6340,51.3,12366,100.0,12135,98.1,9979,80.7
8600000US11577,11577,ZCTA5 11577,12337,100.0,5931,48.1,6406,51.9,12337,100.0,12019,97.4,9327,75.6
8600000US11579,11579,ZCTA5 11579,5055,100.0,2443,48.3,2612,51.7,5055,100.0,4982,98.6,4683,92.6
8600000US11580,11580,ZCTA5 11580,40113,100.0,19105,47.6,21008,52.4,40113,100.0,38707,96.5,18519,46.2
8600000US11581,11581,ZCTA5 11581,20844,100.0,10013,48.0,10831,52.0,20844,100.0,20327,97.5,14264,68.4
8600000US11590,11590,ZCTA5 11590,45768,100.0,22457,49.1,23311,50.9,45768,100.0,44090,96.3,24353,53.2
8600000US11596,11596,ZCTA5 11596,10480,100.0,5066,48.3,5414,51.7,10480,100.0,10321,98.5,8765,83.6
8600000US11598,11598,ZCTA5 11598,13328,100.0,6549,49.1,6779,50.9,13328,100.0,13223,99.2,12089,90.7
8600000US11691,11691,ZCTA5 11691,60035,100.0,28160,46.9,31875,53.1,60035,100.0,57662,96.0,18605,31.0
8600000US11692,11692,ZCTA5 11692,18540,100.0,8465,45.7,10075,54.3,18540,100.0,17827,96.2,3049,16.4
8600000US11693,11693,ZCTA5 11693,11916,100.0,5541,46.5,6375,53.5,11916,100.0,11527,96.7,6601,55.4
8600000US11694,11694,ZCTA5 11694,20408,100.0,9962,48.8,10446,51.2,20408,100.0,20047,98.2,16829,82.5
8600000US11697,11697,ZCTA5 11697,4079,100.0,1886,46.2,2193,53.8,4079,100.0,4054,99.4,4004,98.2
8600000US11701,11701,ZCTA5 11701,27109,100.0,12708,46.9,14401,53.1,27109,100.0,26183,96.6,13011,48.0
8600000US11702,11702,ZCTA5 11702,14498,100.0,7069,48.8,7429,51.2,14498,100.0,14235,98.2,13402,92.4
8600000US11703,11703,ZCTA5 11703,16415,100.0,7941,48.4,8474,51.6,16415,100.0,16101,98.1,13782,84.0
8600000US11704,11704,ZCTA5 11704,40222,100.0,19160,47.6,21062,52.4,40222,100.0,39237,97.6,31096,77.3
8600000US11705,11705,ZCTA5 11705,8030,100.0,3915,48.8,4115,51.2,8030,100.0,7933,98.8,7620,94.9
8600000US11706,11706,ZCTA5 11706,62543,100.0,30990,49.5,31553,50.5,62543,100.0,59784,95.6,37762,60.4
8600000US11709,11709,ZCTA5 11709,6669,100.0,3224,48.3,3445,51.7,6669,100.0,6577,98.6,6338,95.0
8600000US11710,11710,ZCTA5 11710,34496,100.0,16735,48.5,17761,51.5,34496,100.0,33977,98.5,31537,91.4
8600000US11713,11713,ZCTA5 11713,10401,100.0,5127,49.3,5274,50.7,10401,100.0,9885,95.0,6501,62.5
8600000US11714,11714,ZCTA5 11714,22658,100.0,10762,47.5,11896,52.5,22658,100.0,22371,98.7,20722,91.5
8600000US11715,11715,ZCTA5 11715,4752,100.0,2327,49.0,2425,51.0,4752,100.0,4702,98.9,4552,95.8
8600000US11716,11716,ZCTA5 11716,10700,100.0,5261,49.2,5439,50.8,10700,100.0,10559,98.7,10064,94.1
8600000US11717,11717,ZCTA5 11717,60745,100.0,30910,50.9,29835,49.1,60745,100.0,57284,94.3,29380,48.4
8600000US11718,11718,ZCTA5 11718,3103,100.0,1533,49.4,1570,50.6,3103,100.0,3050,98.3,2925,94.3
8600000US11719,11719,ZCTA5 11719,3589,100.0,1735,48.3,1854,51.7,3589,100.0,3540,98.6,3217,89.6
8600000US11720,11720,ZCTA5 11720,29189,100.0,14578,49.9,14611,50.1,29189,100.0,28618,98.0,24882,85.2
8600000US11721,11721,ZCTA5 11721,6292,100.0,3013,47.9,3279,52.1,6292,100.0,6229,99.0,6062,96.3
8600000US11722,11722,ZCTA5 11722,35177,100.0,17461,49.6,17716,50.4,35177,100.0,33120,94.2,15384,43.7
8600000US11724,11724,ZCTA5 11724,3220,100.0,1561,48.5,1659,51.5,3220,100.0,3187,99.0,3072,95.4
8600000US11725,11725,ZCTA5 11725,29150,100.0,14015,48.1,15135,51.9,29150,100.0,28820,98.9,26671,91.5
8600000US11726,11726,ZCTA5 11726,19857,100.0,9807,49.4,10050,50.6,19857,100.0,19060,96.0,12438,62.6
8600000US11727,11727,ZCTA5 11727,29030,100.0,14037,48.4,14993,51.6,29030,100.0,28008,96.5,21273,73.3
8600000US11729,11729,ZCTA5 11729,28032,100.0,13582,48.5,14450,51.5,28032,100.0,27286,97.3,20967,74.8
8600000US11730,11730,ZCTA5 11730,14712,100.0,7229,49.1,7483,50.9,14712,100.0,14512,98.6,13908,94.5
8600000US11731,11731,ZCTA5 11731,30184,100.0,14879,49.3,15305,50.7,30184,100.0,29803,98.7,27567,91.3
8600000US11732,11732,ZCTA5 11732,3430,100.0,1630,47.5,1800,52.5,3430,100.0,3379,98.5,3125,91.1
8600000US11733,11733,ZCTA5 11733,18949,100.0,9480,50.0,9469,50.0,18949,100.0,18644,98.4,16814,88.7
8600000US11735,11735,ZCTA5 11735,32098,100.0,15698,48.9,16400,51.1,32098,100.0,31469,98.0,27348,85.2
8600000US11738,11738,ZCTA5 11738,17638,100.0,8754,49.6,8884,50.4,17638,100.0,17243,97.8,15457,87.6
8600000US11739,11739,ZCTA5 11739,1223,100.0,617,50.4,606,49.6,1223,100.0,1217,99.5,1187,97.1
8600000US11740,11740,ZCTA5 11740,9454,100.0,4552,48.1,4902,51.9,9454,100.0,9243,97.8,8215,86.9
8600000US11741,11741,ZCTA5 11741,27655,100.0,13316,48.2,14339,51.8,27655,100.0,27264,98.6,25326,91.6
